course_code,title,dept_code,credits,pre_reqs,core_area,inquiry_area,recommendation
ENGL 219,American Literature and the Environment,ENGL,3,False,False,Human Thought and Expression,False
ENGL 220,"The Booker Prize: Examining a Prize, Examining an Empire",ENGL,3,False,Global Engagements,Human Thought and Expression,False
ENGL 302,The Literature of the Early Middle Ages,ENGL,3,False,False,Human Thought and Expression,False
ENGL 303,"Medieval Merchants, Knights, and Pilgrims",ENGL,3,False,Global Engagements,Human Thought and Expression,False
ENGL 335,Searching for Home in S Asia,ENGL,3,False,Global Engagements,Human Thought and Expression,False
ENGL 339,Modernist Poetry,ENGL,3,False,False,Human Thought and Expression,False
ENGL 422,Confession and Rebellion: American Literature in the 1950s,ENGL,3,False,False,Human Thought and Expression,False
ENGL 433,Caribbean Literature,ENGL,3,False,False,Human Thought and Expression,False
ENGL 445,Life-Writing: The Renaissance,ENGL,3,False,False,Human Thought and Expression,False
GERM 327,Reinventing Berlin,GERM,3,False,False,Human Thought and Expression,False
GERM 481,Lyric Poetry,GERM,3,GERM 351 or equivalent,False,Human Thought and Expression,False
MUSI 302,Composition/Histor Styles,MUSI,3,MUSI 204,False,Human Thought and Expression,False
PHIL 306,Recent Continental Philosophy,PHIL,3,One course in philosophy,False,Human Thought and Expression,False
PHIL 343,Topics in Moral Theory (VT),PHIL,3,False,False,Human Thought and Expression,False
BIOL 332E,Tropical Ecology Extend Study,BIOL,2,BIOL 201 or BIOL 202 or BIOL 203 or BIOL 204 or BIOL 205 or BIOL 206,False,False,False
PSYC 384,Fundamentals of Neurophysiology,PBSC,3,NEUR 170 or PSYC 275 or BIOL 182,False,Natural Sciences & Mathematics,False
NEUR 384,Fundamentals of Neurophysiology,PBSC,3,NEUR 170 or PSYC 275 or BIOL 182,False,Natural Sciences & Mathematics,False
BIOL 384,Fundamentals of Neurophysiology,BIOL,3,NEUR 170 or PSYC 275 or BIOL 182,False,Natural Sciences & Mathematics,False
HEBR 201,Intermediate Hebrew I,MELL,3,HEBR 122,False,Human Thought and Expression,False
HIST 243,Native American History (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
NAST 243,Native American History,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
FREN 421,The Classical Stage,RMLL,3,Two 350-level literature courses,False,Human Thought and Expression,False
HIST 309,Culture and Society in Cold War America (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 356,Global Indigenous History,HIST,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
NAST 356,Global Indigenous History,SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
CLAS 220,Drama and the Greeks!,CLAS,3,False,Global Engagements,Human Thought and Expression,False
THEA 220,Drama and the Greeks!,THEA,3,False,Global Engagements,Human Thought and Expression,False
CLAS 220L,Drama and the Greeks! Lab,CLAS,0,False,False,Human Thought and Expression,False
THEA 220L,Drama and the Greeks! Lab,THEA,0,False,False,Human Thought and Expression,False
HIST 237,Empires and Global History:1400-1700 (TR),HIST,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ANTH 322,Medical Anthropology,SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ARTS 205,Landscape - 19th Cent Europe,ARTS,3,False,False,Human Thought and Expression,False
ARTS 288,Hist & Theory of Photo Image,ARTS,3,False,False,Human Thought and Expression,False
ARTS 212,Destroying Images,ARTS,3,False,False,Human Thought and Expression,False
ARTS 260,Social Practice Art,ARTS,3,False,False,Human Thought and Expression,False
ENST 389,Conservation Biology & Policy,ENST,3,False,False,False,"ENST 202, ENST 232"
ENST 389L,Conserv Biology & Policy Lab,ENST,1,False,False,False,False
FMST 230L,Required Film Screening,ARTS,0,False,False,Human Thought and Expression,False
PHIL 329,Philosophy of Law (VT),PHIL,3,False,False,Human Thought and Expression,False
ANTH 374,Anthropology of Media,SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ANTH 337,Globalization and Culture,SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
SOCI 337,Globalization and Culture,SOAN,3,SOCI 201 or SOCI 250,Global Engagements,"Social Relations,Inst.& Agents",False
ENST 219,American Literature and the Environment,ENST,3,False,False,Human Thought and Expression,False
PHIL 380,Issues in Epistemology and Metaphysics: Philosophy of Biology,PHIL,3,False,False,Human Thought and Expression,False
ENST 234,Global Environmental Health,ENST,3,False,False,False,False
CORE 103S,Remote Sensing of Environment,False,3,False,Scientific Perspectives,False,False
ARTS 108,Lost in Tibet?: Buddhist Art,ARTS,3,False,False,Human Thought and Expression,False
CORE 199C,Bolivia,False,3,False,Communities & Identities,False,False
WRIT 110,"Academic Persuasions: An Introduction to Rhetoric, Research, and the Academic Essay",WRIT,3,False,False,Human Thought and Expression,False
FSEM 103,Legacies of the Ancient World,False,3,False,Legacies of Ancient World,False,False
FSEM 110,Russia: East and West,False,3,False,Communities & Identities,False,False
FSEM 114,Ethiopia,False,3,False,Communities & Identities,False,False
FSEM 115,Mexico,False,3,False,Communities & Identities,False,False
FSEM 122,Talking Climate,False,3,False,Scientific Perspectives,False,False
FSEM 124,Conserving Nature,False,3,False,Scientific Perspectives,False,False
FSEM 125,Bias in Humans & Machines,False,3,False,Scientific Perspectives,False,False
FSEM 127,"Molecules, Energy and Sustainability",False,3,False,Scientific Perspectives,False,False
FSEM 129,Poisons,False,3,False,Scientific Perspectives,False,False
FSEM 130,Energy and Sustainability,False,3,False,Scientific Perspectives,False,False
FSEM 135,Molecules that Rock Your World: Medicinal,False,3,False,Scientific Perspectives,False,False
FSEM 137,"Molecules that Rock Your World: Energy, Food, War, and Population Expansion",False,3,False,Scientific Perspectives,False,False
FSEM 143,"Natural Disasters: Science, Media and Movies",False,3,False,Scientific Perspectives,False,False
FSEM 152,The Jazz Age,False,3,False,False,Human Thought and Expression,False
FSEM 155,Intro Philosophical Problems,False,3,False,False,Human Thought and Expression,False
FSEM 164,Living Writers,False,3,False,Global Engagements,Human Thought and Expression,False
FSEM 166,Acting I: Being Here,False,3,False,False,Human Thought and Expression,False
FSEM 167,Dante's Divine Comedy,False,3,False,False,Human Thought and Expression,False
FSEM 168,Intro to Italian Cinema,False,3,False,False,Human Thought and Expression,False
FSEM 169,Elementary Italian I,False,3,False,False,Human Thought and Expression,False
FSEM 174,Architecture in Conflict and Cataclysm,False,3,False,False,Human Thought and Expression,False
FSEM 183,"Nature, Culture, & Politics",False,3,False,False,"Social Relations,Inst.& Agents",False
FSEM 189,Intro to Comparative Politics,False,3,False,False,"Social Relations,Inst.& Agents",False
FSEM 192,History Workshop,False,3,False,False,"Social Relations,Inst.& Agents",False
FSEM 195,Introduction to Sociology,False,3,False,False,"Social Relations,Inst.& Agents",False
FSEM 197,Campaigns and Voting Behavior,False,3,False,False,"Social Relations,Inst.& Agents",False
FSEM 119,California,False,3,False,Communities & Identities,False,False
LGBT 242,"Religions of Resistance: Gender, Sexuality and Performance in the Caribbean",EDUC,3,False,Global Engagements,Human Thought and Expression,False
LGBT 591,Queering Education,EDUC,3,False,False,False,False
FREN 592,Intermed French: Conv & Comp,RMLL,3,False,False,False,False
GEOG 250E,Field Research in Siberia,GEOG,2,False,False,"Social Relations,Inst.& Agents",False
POSC 152,Global Peace and War (IR),POSC,3,False,False,"Social Relations,Inst.& Agents",False
CORE 155C,Internet,False,3,False,Communities & Identities,False,False
SOCI 305,Urban Sociology,SOAN,3,SOCI 201 or SOCI 250,False,"Social Relations,Inst.& Agents",False
ALST 242,"Religions of Resistance: Gender, Sexuality and Performance in the Caribbean",ENGL,3,False,Global Engagements,Human Thought and Expression,False
CORE 192C,Native Americans in the SW,False,3,False,Communities & Identities,False,False
EDUC 591,Feminist Disability Studies,EDUC,3,False,False,False,False
RELG 591,The Bible and/as Literature,RELG,3,False,False,Human Thought and Expression,False
LGBT 242X,Relig of Resistance/FLAC-SPAN,EDUC,0,False,False,False,False
ALST 220X,Black Diaspora/FLAC-Akan/Twi,ENGL,0,False,False,False,False
GERM 327X,Reinventing Berlin/FLAC,GERM,0,False,False,False,False
BIOL 301,Parasitology,BIOL,3,BIOL 181 and BIOL 182,False,Natural Sciences & Mathematics,False
BIOL 301L,Parasitology Lab,BIOL,1,False,False,False,False
BIOL 316,Bioinformatics,BIOL,3,BIOL 182,False,Natural Sciences & Mathematics,False
BIOL 375,Advanced Genetics,BIOL,3,BIOL 201 or BIOL 202 or BIOL 203 or BIOL 204 or BIOL 205 or BIOL 206,False,Natural Sciences & Mathematics,False
BIOL 478,"Animal Systematics, Phylogeny, and Diversity",BIOL,3,False,False,Natural Sciences & Mathematics,False
BIOL 481,Modeling of Biological Systems,BIOL,3,False,False,Natural Sciences & Mathematics,False
MATH 481,Modeling of Biological Systems,MATH,3,False,False,Natural Sciences & Mathematics,False
CORE 128S,Global Change and You,False,3,False,Scientific Perspectives,False,False
CORE 400,Core Distinction Seminar: Head in the Clouds,False,3,False,False,False,False
CHEM 100,The Chemistry of Altered and Natural Environments,CHEM,3,False,False,Natural Sciences & Mathematics,False
CHEM 477,Environmental Chemistry,CHEM,2,CHEM 264,False,False,False
CORE 102S,"Molecules, Energy, and Environment",False,3,False,Scientific Perspectives,False,False
CORE 158S,Molecules that Rock Your World,False,3,False,Scientific Perspectives,False,False
GEOL 335,Hydrology and Geomorphology,EEGS,3,One GEOL course,False,Natural Sciences & Mathematics,A previous earth science or geology course is recommended.
GEOL 335L,Hydrology/Geomorphology Lab,EEGS,1,False,False,Natural Sciences & Mathematics,False
GEOL 411,Isotopes in the Earth Sciences,EEGS,3,GEOL 201 (may be taken concurrently),False,Natural Sciences & Mathematics,False
CORE 129S,Dangerous Earth: Science of Geologic Disasters,False,3,False,Scientific Perspectives,False,False
CORE 147S,"Emerging Global Challenges: Science, Technology, and Culture",False,3,False,Scientific Perspectives,False,False
MATH 410,Ramsey Theory,MATH,3,MATH 250 and (MATH 310 or MATH 360 or MATH 375 or MATH 320),False,Natural Sciences & Mathematics,False
NEUR 374,Computational Neuroscience,PBSC,3,(NEUR 170 or PSYC 275) and BIOL 182,False,Natural Sciences & Mathematics,False
PSYC 362,Social Bonds,PBSC,3,PSYC 200,False,Natural Sciences & Mathematics,False
PSYC 365,Cross-Cultural Human Developmt,PBSC,3,PSYC 200,False,Natural Sciences & Mathematics,PSYC 309 is recommended.
ALST 201,Africa,ENGL,3,False,False,False,False
CORE 189C,Africa,False,3,False,Communities & Identities,False,False
ECON 219,Chinese Economy,ECON,3,ECON 151 or FSEM 180 or FSEM 181,Global Engagements,"Social Relations,Inst.& Agents",False
ECON 233R,SRS: Research & Reflection,ECON,1,False,False,False,False
EDUC 205,"Race, White Supremacy, and Edu",EDUC,3,EDUC 101 or FSEM 182,False,"Social Relations,Inst.& Agents",False
EDUC 214,Theories of Teaching and Learning,EDUC,3,EDUC 101 or FSEM 182,False,"Social Relations,Inst.& Agents",False
EDUC 214L,TPP Observation Hours,EDUC,0,False,False,False,False
EDUC 315,Pedagogies and Publics,EDUC,3,EDUC 101 or FSEM 182,False,"Social Relations,Inst.& Agents",False
ARTS 270,Critical Museum Theory,ARTS,3,False,False,Human Thought and Expression,False
ARTS 274,Sustainability in Architectural Design (SA),ARTS,3,ARTS 100 or FSEM 160,False,Human Thought and Expression,False
ARTS 361,Boundary Consciousness: 1960s,ARTS,3,False,False,Human Thought and Expression,False
CLAS 230,Classical Mythology,CLAS,3,False,Global Engagements,Human Thought and Expression,False
LATN 380,Petronius,CLAS,3,LATN 202 or higher,False,Human Thought and Expression,False
ECON 340,Behavioral and Exp. Economics,ECON,3,ECON 251 and (CORE 143S or FSEM 144 or ECON 375 or MATH 102 or MATH 105 or MATH 316 or MATH 317 or MATH 416 or PSYC 309),False,"Social Relations,Inst.& Agents",False
JAPN 233,Japanese Popular Culture and Media,EALL,3,False,False,Human Thought and Expression,False
CORE 148C,Black Migrations,False,3,False,Communities & Identities,False,False
ENST 335,US Environmental Politics,ENST,3,False,False,False,False
ECON 347,Latin American Econ History,ECON,3,ECON 151 and ECON 251,False,"Social Relations,Inst.& Agents",False
ENGL 370,Prophecy and Doubt: Romantic and Victorian British Poetry,ENGL,3,False,False,Human Thought and Expression,False
ENGL 379,Literary Journalism,ENGL,3,False,False,Human Thought and Expression,False
ENGL 381E,High-Altitude Writing,ENGL,2,ENGL 374 or ENGL 379,False,Human Thought and Expression,False
ECON 436,Seminar in Sports Economics,ECON,3,ECON 251 and ECON 252 and ECON 375,False,"Social Relations,Inst.& Agents",False
ENGL 471,Major American Novelists: Toni Morrison,ENGL,3,False,False,Human Thought and Expression,False
ECON 438,Seminar in Economic Development,ECON,3,ECON 251 and ECON 252 and ECON 375,False,"Social Relations,Inst.& Agents",False
ECON 475,Seminar in Econometrics,ECON,3,ECON 251 and ECON 252 and (ECON 355 or ECON 357 or ECON 374) and ECON 375,False,"Social Relations,Inst.& Agents",False
GERM 479,Twentieth-Century Literature,GERM,3,Two GERM 300-level courses,False,Human Thought and Expression,False
MUSI 141,Traditions of Catholic Music,MUSI,1,False,False,False,False
FMST 410,Senior Seminar in Film and Media Studies,ARTS,3,FMST 200,False,False,False
MUSI 205,Popular Songwriting Workshop,MUSI,3,Performance experience required,False,Human Thought and Expression,False
HIST 110,Intro to Cultural History,HIST,3,False,False,"Social Relations,Inst.& Agents",False
GEOG 318,"International Migration, U.S. Immigration, and Immigrants",GEOG,3,False,False,"Social Relations,Inst.& Agents",False
SOCI 318,"International Migration, U.S. Immigration, and Immigrants",SOAN,3,False,False,"Social Relations,Inst.& Agents",False
GEOG 331,Environmental Data Science,GEOG,3,GEOG 245 or COSC 101,False,Natural Sciences & Mathematics,False
GEOG 347,Satellite Image Analysis,GEOG,2,GEOG 245,False,False,False
PHIL 226,Philosophy of Religion,PHIL,3,False,False,Human Thought and Expression,False
PHIL 260,Asian Philosophy,PHIL,3,False,False,Human Thought and Expression,False
RELG 208,Hebrew Bible in America,RELG,3,False,False,Human Thought and Expression,False
JWST 208,Hebrew Bible in America,PSCI,3,False,False,Human Thought and Expression,False
RELG 241,American Jewish Thought,RELG,3,False,False,Human Thought and Expression,False
JWST 241,American Jewish Thought,PSCI,3,False,False,Human Thought and Expression,False
RELG 250,"Relg, Othring, Violnce Mid Age",RELG,3,False,False,Human Thought and Expression,False
RELG 253,"Love, God, and Sexuality",RELG,3,False,Global Engagements,Human Thought and Expression,False
RELG 284,Christian Traditions,RELG,3,False,False,Human Thought and Expression,False
RELG 331,The Problem of Evil,RELG,3,False,False,Human Thought and Expression,False
RELG 342,Our Secular Age,RELG,3,False,False,Human Thought and Expression,False
FREN 423,The 18th-Century Epistolary Novel in France,RMLL,3,Two 350-level literature courses,False,Human Thought and Expression,False
FREN 455,Francophone Voices from North Africa,RMLL,3,Two 350-level literature courses,Global Engagements,Human Thought and Expression,False
ITAL 202,Intermediate Italian: Language and Literature,RMLL,3,ITAL 201 Three to four years of high school Italian or ITAL 201. Students with more than four years of high school Italian should consult the instructor regarding placement.,Global Engagements,Human Thought and Expression,False
THEA 358,Narrative Screenwriting,THEA,3,THEA 276 or THEA 356 or ENGL 356,False,Human Thought and Expression,False
HIST 232,The Crusades,HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 264,Modern East Asia (AS),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 272,War & Holocaust in Europe,HIST,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
HIST 333,The Medieval Church,HIST,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
HIST 337,Pirates in the Atlantic World,HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 345,The New Deal and Modern America (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 360,Borderlands of North America (TR),HIST,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
NAST 360,Borderlands of North America,SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
